"","industry","AUS","AUT","BEL","BGR","BRA","CAN","CYP","CZE","DEU","DNK","ESP","EST","FIN","FRA","GBR","GRC","HRV","HUN","CHE","CHN","IDN","IND","IRL","ITA","JPN","KOR","LTU","LUX","LVA","MEX","MLT","NOR","POL","PRT","ROU","RUS","SVK","SVN","SWE","TUR","TWN","USA"
"39","vJ61",5780.37447909208,1600.55565698733,1803.98559098478,999.592684608033,19343.5164555333,4753.30412390297,221.953417114241,1523.41865280967,0,837.19898223877,13251.1450495596,169.928963615688,744.344492407178,38926.6718734937,10571.7098400596,2376.80844349908,0,835.133898700834,2353.50582257635,163587.435227033,9321.31640561632,17322.4060463335,219.811549522572,4317.70495923873,16252.238664438,5071.13122224607,238.645174106123,205.353732153487,372.981940260106,3628.15528793767,106.829096432549,736.409749697246,3423.72084660616,1414.7387928998,929.581487096196,41088.6889641119,855.82134979672,381.154761903669,1176.45835070844,9659.32263282861,4395.85435467088,9067.76950165308
"40","vJ62_63",1188.89575608622,484.386492043174,1342.06071253409,96.6339563844455,4489.62200051235,2522.1171642767,11.8913374760343,355.845163696869,0,1323.10302734375,5493.54957363189,203.373797622028,457.953861053314,6264.89416594383,11200.0490879242,360.842362390487,0,393.98762387067,768.524696412481,3372.78618004771,2891.65385855658,73620.0751789564,978.424786408371,1967.96896314616,14271.062924675,5163.51290585471,203.423010390575,98.3478866129915,196.992396667907,91.767930407953,4.08047742754665,1144.09785727004,1017.0515578685,355.243123182904,2911.47717056602,0,138.014329222324,126.734760001352,995.19257605707,273.574859977036,966.043081505128,5419.65522565744
"41","vK64",1699.25158753643,2336.84621933396,1291.92186837262,19.8505823900389,22613.1981853467,28845.66890317,77.680501281647,891.926362388631,7904.74225536491,950.204986572266,5341.94669805537,100.251712979269,1299.46285329165,8676.58450614351,14748.1771698251,1790.02010928352,0,442.493691382532,1926.02526474473,99839.1345066635,10870.6931161524,66286.1468322659,679.92870494526,6476.70451716285,11671.6175976968,14566.1881142467,402.88838814273,1236.99592338271,193.236817742758,3661.36744688701,84.4674460289005,699.499752637061,1358.16959232133,896.442889620713,1438.99343844686,63237.9530927865,225.850937695199,431.292763750501,373.141135345401,6465.47629966222,3335.36364404646,3285.54870308138
"42","vK65",646.430184868085,294.532262269565,230.047067229208,4.2800556989161,0,6148.65901194003,274.633744453278,2783.02996360654,3306.38971600869,404.288986206055,929.918041186269,30.7200185699764,524.080413313234,5051.81476191254,6630.16890516248,1.10148310739529,0,58.6920651976883,90.2669664253577,2442.65103321944,1468.37693191071,25647.2515996895,546.786040044723,519.032847157834,7990.38545852497,6040.3315905173,63.4285335135406,0.362792130428874,58.7893642036363,25.3181425136765,3.80764555900129,483.311613858573,112.844936671588,461.372635204722,317.031945134728,0,77.3026832265891,70.4125423373265,1661.07975390966,202.011177139228,972.483638759492,1468.05246026485
"43","vK66",1714.18802508442,170.361247203257,827.661216162826,7.26128814923044,0,0,268.654163863727,99.0357443945556,1532.86802862641,88.3709983825684,1325.47680693055,6.71365422283885,886.264898606447,1130.64199297861,8063.79724660581,105.111147737958,0,68.065897855172,0,0,0,0,521.222748129284,829.257190599494,0,2255.56048418586,26.2104162089746,221.186230107198,14.612438096945,73.5819834332531,3.03666273006798,221.537560879795,149.969196030273,108.893352042059,53.8939786982112,0,27.2955641099751,14.5613390249699,10.2219911724408,534.451184216137,843.344596095956,2973.35075558874
"44","vL68",8950.21207553376,4907.60681768296,24123.2983297649,1087.52166587774,3942.88533524275,80880.6242981996,79.4729407317492,13321.5954790834,22494,1391.86100769043,3142.8253988197,2060.65929652745,45934.7499533333,18200.8667552,27663.7645323028,251.55741112084,0,2515.54393337983,1577.17951253421,102756.210605318,2779.79136096539,321.142983196563,477.624389283396,2793.81419542508,20229.8302412329,62618.967700205,281.468931581158,1951.94098091843,3146.75779404934,0,6.8912725687556,15471.6539774059,88532.8785581885,979.582058932643,998.144131896883,237979.10962491,4599.55406994356,334.387268147679,33331.8869823078,6320.81435410207,7301.93490443857,254792.500358558
"45","vM69_70",8884.39999815528,0,2915.2292603832,75.0431409391132,9433.17828639033,5580.54390287166,224.064072951101,469.647069676075,0,808.130004882812,5027.28985177484,109.382873929335,409.106476663111,28149.8497083062,5949.12832450535,906.566602726379,0,614.815958573359,1423.60365393833,47335.0113288873,1978.08902371805,10068.7019483074,91.0124412689069,11148.0711057896,0,4942.8449027692,161.421594737885,133.771337069274,111.757868636624,2133.36952529524,171.163665530814,761.193570706781,1133.70947606929,763.3921921749,3434.42025899509,0,786.585636234095,331.27203167232,1423.13271690007,0,113.06226294306,21200.5248394575
"46","vM71",0,692.715844215507,1269.74463276759,457.3018908211,2982.35164934015,2582.02088762208,18.1224600330178,848.086226639883,0,1214.20501708984,4263.75926428573,48.3857003473059,217.081544642005,6606.70258318873,6432.72502308486,610.857934120666,0,274.504087044341,0,0,0,29865.9215699861,180.82319479302,2883.46164974847,0,4266.00354951427,3.77919620679655,14.858017851255,31.5012482230851,266.061258188573,40.7478607656962,882.966221040425,857.653468739077,233.814155616477,634.545615762758,0,230.156738184662,150.179454472647,799.73384926467,0,435.385392881041,4306.08941438114
"47","vM72",0,377.242034420135,1204.34040604612,1229.19835137519,1882.05412057449,1599.0973229388,2.72284778435339,353.441536417948,0,307.832996368408,824.144572307387,129.035860101462,449.245764561628,9046.30938046183,1456.11245522253,289.34152430428,0,464.768161030583,308.592505410495,35561.5668253607,0,0,11.9271116917699,1332.81161682482,19289.0037844306,24520.4078790722,60.1743328947272,128.272968953893,155.904562532474,629.135581600259,0.100003621169959,335.383906097926,1102.54149812162,160.044523853777,116.022339468611,0,172.479702306821,96.7789986826343,825.374381541718,1.2283014691861,949.953409043236,2320.08699809713
"48","vM73",0,343.95161681261,266.934922072943,15.8123219074685,0,805.438832198659,16.7535954910411,273.052748438413,0,347.875,1948.16692421943,26.6893801114364,35.4211391002858,5810.53938732797,2549.42914566895,547.456941538525,0,157.932733379697,0,0,0,0,3.17720666006157,1271.18172478006,4808.41236839255,27.6572816696485,28.5183186150624,22.6014953131735,18.3742156235642,0,17.4975523281566,190.225104088732,1148.17014047205,89.6586401539356,1363.84409082473,0,85.6309315185206,29.0060508911984,569.327654873249,0,658.638869342953,2336.12860612019
"49","vM74_75",0,179.373674443794,307.512501873413,75.1463330307835,0,17623.0855187617,26.352959779682,552.608292949755,0,370.264999389648,1570.85791573343,17.8419550450047,96.5072978458338,2241.47881886533,2161.04520901513,577.088547086479,0,209.051789707235,499.654450345681,29723.7778830209,0,0,97.4033441720169,3674.44426782488,15104.2386206016,3962.61414410903,21.0275979863744,13.4331007785922,59.4512827689556,312.546493281049,17.8118863084428,262.775608963266,246.780101711755,103.803506337383,1229.73470796278,0,500.197154983562,64.1597609633163,253.823044358285,3425.4290410691,926.309621530088,762.487817137202
"50","vN",11068.6725019775,1346.65783888221,209.950941361171,1050.73360822793,1475.64832365106,5388.09802010168,40.3035555086157,106.122119291471,7783,2109.49701309204,3536.99909353494,84.135066140913,247.012959075356,3789.63337970366,7313.14213552938,1338.59628746053,0,101.022368908109,1321.22823904071,665.810124850913,4555.63932239373,2496.09430637445,568.155643897556,2818.89468926025,1124.36093424338,229.338491085229,73.4525449263419,205.065076096053,136.917539222076,18891.3025567342,50.5778526562375,982.407273166615,1276.18977874134,187.864802367951,769.780357952182,88125.4304246819,130.02095162757,33.029939225727,2343.6426719112,4026.65598606684,696.880334398481,5462.45882138736
"51","vO",30593.0269969198,595.84342224144,4956.71433843465,3146.80532146429,67634.5397454155,112378.184572561,339.189868585982,6984.48781817255,44106,108.935997009277,26766.2678174008,906.960914675384,9839.96526531773,56573.8690757648,26948.171605169,6597.16589889621,0,5059.06841283969,0,227970.949264371,15598.8105103845,0,2734.32177576729,56688.4496254624,139636.716389664,37822.8099163929,3516.56889088231,962.020328802586,1508.78776742888,17312.3765545007,151.417056533852,23020.9591235385,7596.00876697262,9474.03206442116,252.446074526887,186103.865825781,3330.27191643453,1527.75646695344,16112.8536971863,43215.0559538885,9920.28547168157,103795.400746946
"52","vP",89529.8167628626,7487.4934204081,2420.08416345862,443.92165958543,34386.3787683998,51040.8712551043,111.566681723147,4630.13612047838,29394,2230.88098144531,16194.5449744606,1346.36702037345,4672.65177896189,34204.6361609889,25249.4649567437,1024.66651835881,0,2251.06974069862,5264.82716986455,204610.161415527,6477.51931858118,3998.46629863153,4125.20258265727,10363.9002306711,528140.397099911,66480.062992611,779.544503562762,65.9112821365598,1757.54175192491,12774.5880773572,144.58492131311,10976.5897785276,11856.9473963988,3521.99056774414,476.579729123894,33193.0753778178,4520.52306229073,780.708740063909,7026.59979666952,17573.1195115302,13989.790504242,4882626.29801043
"53","vQ",6487.02796259022,14930.7063967083,6106.00115334314,2987.00599119492,27599.0235108746,60676.0811557437,379.865638038097,6164.09577861206,58490,10784.1970891953,18280.468013535,1754.77454884768,9064.08089847771,42708.7080269678,45304.6624647066,9399.76455440419,0,2054.76473279465,18820.0068832238,159413.331585952,10101.2618251089,5888.75112703278,1297.58228562917,26338.2836886189,88905.055487407,43354.5508296269,969.424176248342,214.701736776218,916.267580728177,11997.2521793271,141.292572739523,11712.8031955658,20916.4378129748,6230.60661320778,533.174768312663,60791.4529391266,1106.17419287878,815.230129938742,19479.6610974446,14084.0550401543,11959.4237704131,49897.0979288673
"54","vR_S",3511.48979292204,9796.82221622119,3152.77081104596,833.612285244243,41706.4386811061,44478.0838043131,361.099111508666,3180.18653395223,32948.2159122783,8542.82604598999,15574.6587109141,1970.16373228363,11789.9194497787,44842.5961973285,15991.7225949172,6206.02735907626,0,2494.82221925883,6076.43625516824,274636.724858594,7412.05569715929,13557.4893452277,469.772644253869,48333.9879820929,70663.8461741382,52373.0883578627,2461.23131782029,300.682662608796,753.724046676119,8562.17712413032,136.470167381595,2035.35106592442,6070.35430843847,4839.61433324801,949.288863596668,151347.974534576,1176.50492886348,679.270965493012,12012.790478233,9492.36107976162,15550.3764958712,21835.2881018483
"55","vT",100.536073385956,1123.68213178908,0.215044536897972,0,0,0,0,0.32451865415348,6.78408772174641,183.586006164551,270.769469035291,0,0.0156556215628648,1.61157875427186,0.631453416557848,7.73429238362076,0,0.0731357665262859,0,0,0,0,0,1209.25656420279,0,0,0.144730264827125,0.048663427510582,0.0412476675412838,0,0,0.348147445146895,0.114887679882639,0,0,0,0,0.0308645594232837,0,0,0,5.37700437753108
"56","vU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
